code,name,nav_date,nav,acc_nav,day_change,week_change,month_change,three_month_change,six_month_change,year_change
024042,富国恒生A股专精特新企业ETF发起式联接A,2026-04-27,1.7919,1.7919,2.13,2.14,12.8,2.04,21.97,0.0
024043,富国恒生A股专精特新企业ETF发起式联接C,2026-04-27,1.7887,1.7887,2.14,2.14,12.79,2.0,21.85,0.0
021385,天弘上证科创板100指数增强发起A,2026-04-27,1.9613,1.9613,1.85,2.36,14.56,3.19,21.84,69.57
021386,天弘上证科创板100指数增强发起C,2026-04-27,1.95,1.95,1.85,2.36,14.54,3.11,21.65,69.07
161217,国投瑞银中证资源指数(LOF)A,2026-04-27,2.4153,2.4153,-0.93,-1.75,4.27,-2.85,21.54,80.49
021461,国投瑞银中证资源指数(LOF)C,2026-04-27,2.41,2.41,-0.93,-1.76,4.25,-2.88,21.45,80.21
020685,南方上证科创板新材料ETF发起联接A,2026-04-27,1.9457,1.9457,1.45,2.63,11.7,1.87,21.23,71.11
020686,南方上证科创板新材料ETF发起联接C,2026-04-27,1.9334,1.9334,1.45,2.62,11.67,1.8,21.05,70.6
160620,鹏华中证A股资源产业指数(LOF)A,2026-04-27,3.0696,2.1089,-0.52,-1.58,3.9,-4.71,20.86,75.81
021718,华泰紫金中证半导体产业指数型发起A,2026-04-27,2.4963,2.4963,5.71,7.72,18.84,3.33,20.85,87.47
012808,鹏华中证A股资源产业指数(LOF)C,2026-04-27,1.9175,1.9175,-0.52,-1.58,3.89,-4.73,20.8,75.63
021719,华泰紫金中证半导体产业指数型发起C,2026-04-27,2.4862,2.4862,5.71,7.72,18.81,3.27,20.7,87.0
011630,东财有色增强A,2026-04-27,2.4364,2.4364,-1.06,-3.18,6.23,-10.31,20.52,96.9
015466,太平中证1000指数增强A,2026-04-27,1.8256,1.8256,0.65,0.53,8.92,1.61,20.46,56.03
018653,万家国证2000指数增强A,2026-04-27,1.6549,1.6549,0.84,0.37,8.53,2.6,20.46,58.7
021284,浦银安盛科创板100指数增强A,2026-04-27,1.6609,1.6609,1.5,1.8,15.75,6.87,20.46,68.19
021329,富国上证科创板100ETF发起式联接A,2026-04-27,1.7831,1.7831,1.91,2.57,13.54,1.28,20.38,69.96
011631,东财有色增强C,2026-04-27,2.3994,2.3994,-1.06,-3.18,6.21,-10.38,20.34,96.3
020735,东财有色增强E,2026-04-27,2.421,2.421,-1.06,-3.19,6.2,-10.38,20.34,96.29
021330,富国上证科创板100ETF发起式联接C,2026-04-27,1.7781,1.7781,1.91,2.56,13.52,1.23,20.26,69.62
015467,太平中证1000指数增强C,2026-04-27,1.7963,1.7963,0.64,0.53,8.89,1.51,20.23,55.42
018654,万家国证2000指数增强C,2026-04-27,1.6379,1.6379,0.84,0.37,8.5,2.5,20.23,58.07
021285,浦银安盛科创板100指数增强C,2026-04-27,1.6504,1.6504,1.51,1.79,15.71,6.77,20.23,67.52
007474,华夏创业板成长ETF联接A,2026-04-27,2.5864,2.5864,-0.16,-1.53,18.88,20.79,20.14,83.93
160638,鹏华中证一带一路主题指数(LOF)A,2026-04-27,3.1762,1.3848,-0.58,-0.75,6.57,5.93,20.06,77.88
023782,华夏创业板成长ETF联接D,2026-04-27,2.5225,2.5225,-0.16,-1.53,18.85,20.73,20.02,83.56
007475,华夏创业板成长ETF联接C,2026-04-27,2.5169,2.5169,-0.16,-1.53,18.83,20.67,19.89,83.18
015677,鹏华中证一带一路主题指数(LOF)C,2026-04-27,1.9426,1.9426,-0.58,-0.76,6.54,5.85,19.88,77.34
024069,上银中证半导体产业指数发起式A,2026-04-27,1.9418,1.9418,5.78,7.58,18.65,3.35,19.8,0.0
014854,嘉实中证半导体指数增强发起式A,2026-04-27,2.4296,2.4296,5.38,7.01,18.52,3.25,19.79,91.28
021660,中欧上证科创板100指数发起A,2026-04-27,2.2058,2.2058,1.9,2.51,13.37,0.88,19.72,69.14
020839,南方中证半导体产业指数发起A,2026-04-27,2.6321,2.6321,5.71,7.7,18.96,3.22,19.7,86.12
024070,上银中证半导体产业指数发起式C,2026-04-27,1.9382,1.9382,5.78,7.58,18.62,3.3,19.68,0.0
020291,华夏科创100ETF联接A,2026-04-27,1.9311,1.9311,1.89,2.39,13.13,0.65,19.67,68.48
021278,永赢上证科创板100指数增强发起A,2026-04-27,2.1102,2.1102,1.22,0.19,9.77,0.25,19.65,75.13
014855,嘉实中证半导体指数增强发起式C,2026-04-27,2.4054,2.4054,5.38,7.0,18.49,3.18,19.64,90.78
018920,东方红中证优势成长指数发起A,2026-04-27,1.8011,1.8011,0.37,-0.16,12.02,4.78,19.62,52.74
023446,长城上证科创板100指数增强A,2026-04-27,1.5776,1.5776,2.12,2.39,13.87,1.5,19.58,0.0
021661,中欧上证科创板100指数发起C,2026-04-27,2.1965,2.1965,1.9,2.51,13.34,0.82,19.57,68.71
020292,华夏科创100ETF联接C,2026-04-27,1.9224,1.9224,1.89,2.38,13.12,0.6,19.54,68.14
020840,南方中证半导体产业指数发起C,2026-04-27,2.6157,2.6157,5.7,7.7,18.93,3.14,19.53,85.56
167503,安信一带一路指数A,2026-04-27,2.773,1.5107,-0.58,-0.74,6.44,5.82,19.52,76.28
257060,国联安上证商品ETF联接A,2026-04-27,1.7376,1.7376,-0.72,-0.59,3.47,-2.59,19.42,62.82
014587,华安中证500指数增强A,2026-04-27,1.3081,1.3081,0.55,0.39,9.13,-0.16,19.41,52.69
021279,永赢上证科创板100指数增强发起C,2026-04-27,2.0941,2.0941,1.22,0.18,9.74,0.15,19.41,74.44
023110,安信一带一路指数C,2026-04-27,2.7661,2.7661,-0.59,-0.75,6.42,5.77,19.4,75.94
018921,东方红中证优势成长指数发起C,2026-04-27,1.7825,1.7825,0.37,-0.17,11.97,4.67,19.38,52.12
023447,长城上证科创板100指数增强C,2026-04-27,1.5713,1.5713,2.12,2.38,13.83,1.4,19.35,0.0
160137,南方中证互联网指数(LOF)A,2026-04-27,1.8431,1.8431,0.09,-0.44,15.93,8.79,19.28,107.28
015577,国联安上证商品ETF联接C,2026-04-27,1.7227,1.7227,-0.72,-0.59,3.45,-2.64,19.28,62.43
023323,华商上证科创板100指数增强A,2026-04-27,1.1915,1.1915,1.72,1.77,11.38,1.03,19.28,0.0
024891,中欧上证科创板综合指数量化增强A,2026-04-27,1.2089,1.2089,1.97,2.87,15.28,3.31,19.24,0.0
020464,招商中证半导体产业ETF发起式联接A,2026-04-27,2.7133,2.7133,5.65,7.44,18.38,3.07,19.22,84.47
019923,华泰柏瑞中证2000指数增强A,2026-04-27,2.0794,2.0794,1.39,0.14,8.82,3.1,19.19,64.07
014588,华安中证500指数增强C,2026-04-27,1.2876,1.2876,0.55,0.38,9.09,-0.26,19.17,52.09
018533,南方中证互联网指数(LOF)C,2026-04-27,1.833,1.833,0.08,-0.45,15.91,8.74,19.16,106.86
021275,万家上证科创板100指数增强发起式A,2026-04-27,1.6242,1.6242,1.95,2.73,14.07,2.47,19.15,64.11
023324,华商上证科创板100指数增强C,2026-04-27,1.1893,1.1893,1.72,1.75,11.34,0.94,19.1,0.0
020320,华泰柏瑞上证科创板100ETF发起式联接A,2026-04-27,2.0256,2.0256,1.86,2.41,13.06,0.96,19.09,66.99
019318,汇添富国证2000指数增强A,2026-04-27,1.9861,1.9861,0.87,0.1,7.99,1.58,19.08,65.07
023050,交银上证科创板100指数A,2026-04-27,1.6217,1.6217,1.88,2.42,13.05,0.8,19.04,63.46
017140,华宝中证有色金属ETF发起式联接A,2026-04-27,1.8115,1.8115,-1.02,-3.03,6.43,-10.45,19.03,90.14
006729,万家中证500指数增强A,2026-04-27,1.7893,2.4317,1.21,1.59,9.41,2.7,19.01,61.32
024892,中欧上证科创板综合指数量化增强C,2026-04-27,1.2057,1.2057,1.96,2.86,15.23,3.21,19.0,0.0
020465,招商中证半导体产业ETF发起式联接C,2026-04-27,2.6895,2.6895,5.65,7.44,18.34,2.97,18.99,83.73
019924,华泰柏瑞中证2000指数增强C,2026-04-27,2.0606,2.0606,1.38,0.13,8.78,2.99,18.95,63.42
020321,华泰柏瑞上证科创板100ETF发起式联接C,2026-04-27,2.0141,2.0141,1.86,2.4,13.04,0.9,18.95,66.56
020683,南方上证科创板100ETF联接A,2026-04-27,2.3047,2.3047,1.89,2.45,13.29,0.9,18.95,67.1
023051,交银上证科创板100指数C,2026-04-27,1.618,1.618,1.88,2.42,13.04,0.76,18.93,63.14
020293,易方达上证科创板100ETF联接发起式A,2026-04-27,2.1763,2.1763,1.89,2.52,13.15,0.65,18.92,67.06
018167,国泰有色矿业ETF联接A,2026-04-27,1.9675,1.9675,-1.16,-3.67,5.56,-12.42,18.91,97.62
021276,万家上证科创板100指数增强发起式C,2026-04-27,1.6139,1.6139,1.94,2.71,14.02,2.36,18.91,63.45
019920,万家中证2000指数增强A,2026-04-27,1.6053,1.6053,0.97,-0.59,7.58,3.04,18.89,61.17
018132,博时中证有色金属矿业主题指数A,2026-04-27,1.884,1.884,-1.15,-3.63,5.61,-11.87,18.88,100.64
006048,长城中证500指数增强A,2026-04-27,2.5577,2.5577,0.92,0.26,7.34,0.07,18.87,62.29
020684,南方上证科创板100ETF联接C,2026-04-27,2.2982,2.2982,1.89,2.45,13.28,0.86,18.86,66.85
