code,name,nav_date,nav,acc_nav,day_change,week_change,month_change,three_month_change,six_month_change,year_change
015204,银华全球新能源车量化优选股票(QDII)A,2026-05-07,1.5659,1.5659,0.12,4.6,16.97,12.42,7.92,34.41
015205,银华全球新能源车量化优选股票(QDII)C,2026-05-07,1.5396,1.5396,0.12,4.59,16.92,12.3,7.69,33.87
019450,摩根欧洲动力策略股票(QDII)C,2026-05-07,1.7882,1.7882,-0.76,1.22,4.68,-0.9,7.69,13.08
160125,南方香港优选股票,2026-05-07,1.8842,1.9742,2.54,6.8,13.23,5.3,7.53,28.93
025174,长城港股医疗保健精选混合发起(QDII)A,2026-05-07,0.8748,0.8748,1.53,-0.94,-6.01,7.44,7.26,0.0
012060,富国全球消费精选混合(QDII)人民币A,2026-05-07,1.7488,1.7488,0.96,3.85,8.68,0.79,6.95,22.78
025175,长城港股医疗保健精选混合发起(QDII)C,2026-05-07,0.8711,0.8711,1.51,-0.96,-6.05,7.29,6.94,0.0
018155,创金合信全球医药生物股票发起(QDII)A,2026-05-08,1.6334,1.6334,0.66,1.16,3.69,-2.07,6.72,65.26
012062,富国全球消费精选混合(QDII)人民币C,2026-05-07,1.6984,1.6984,0.96,3.85,8.64,0.65,6.65,22.05
012535,万家全球成长一年持有期混合(QDII)A,2026-05-07,0.9489,0.9489,-0.74,4.03,20.89,11.11,6.64,45.4
320017,诺安全球收益不动产,2026-05-07,1.319,1.51,-0.68,-0.15,5.6,5.6,6.63,4.68
010644,富国全球健康生活主题混合(QDII)人民币A,2026-05-07,1.0939,1.0939,0.09,0.03,-1.38,4.23,6.61,41.11
008284,易方达全球医药行业混合发起式(QDII)A(人民币),2026-05-07,1.3206,1.3206,1.19,-1.01,-5.39,4.72,6.53,46.38
023907,富国全球健康生活主题混合(QDII)人民币C,2026-05-07,1.1138,1.1138,0.09,0.01,-1.42,4.11,6.45,42.25
005699,工银新经济混合(QDII)人民币A,2026-05-07,1.5596,1.5596,1.28,-0.06,-4.05,1.56,6.44,41.06
018156,创金合信全球医药生物股票发起(QDII)C,2026-05-08,1.6145,1.6145,0.66,1.17,3.67,-2.18,6.39,64.56
019035,易方达全球医药行业混合发起式(QDII)C(人民币),2026-05-07,1.31,1.31,1.18,-1.03,-5.42,4.61,6.37,46.89
012536,万家全球成长一年持有期混合(QDII)C,2026-05-07,0.9229,0.9229,-0.75,4.02,20.83,10.95,6.31,44.54
025403,工银新经济混合(QDII)人民币C,2026-05-07,1.5554,1.5554,1.28,-0.07,-4.08,1.45,6.23,0.0
001691,南方香港成长灵活配置混合,2026-05-07,2.6787,2.6787,3.31,8.74,21.02,8.12,6.17,22.45
007455,富国蓝筹精选股票(QDII)人民币,2026-05-07,3.4102,3.4102,1.07,3.72,6.32,1.23,5.3,36.03
007721,天弘标普500发起(QDII-FOF)A,2026-05-07,2.1861,2.1861,-0.31,1.58,9.64,4.05,5.27,22.24
486002,工银全球精选股票(QDII),2026-05-07,4.614,4.614,-0.47,2.56,8.59,2.88,5.22,15.29
007722,天弘标普500发起(QDII-FOF)C,2026-05-07,2.1473,2.1473,-0.32,1.57,9.62,3.99,5.14,21.94
012584,南方中国新兴经济9个月持有期混合(QDII)A,2026-05-07,1.5653,1.5653,1.24,4.28,10.43,3.25,5.1,24.45
